"Sr No","Blood Bank Name",State,District,City,Address,Pincode,"Contact No",Mobile,Helpline,Fax,Email,Website
1352,"Acharya Shree Tulsi Blood Bank ",Maharashtra,KOLHAPUR,Kolhapur,"Gate No.1232 Sangli - Kolhapur Road, Jaysingpur Udgaon, Kolhapur
",416101,"02322 227955, 02322 228455",9423337545,,"0230 2438011               ",tulsiblood@rediffmail.com,
1353,"Dr. D. Y. Patil Hospital Blood Bank",Maharashtra,KOLHAPUR,Kolhapur,"Kadamwadi, Kolhapur",416003,"0231 2653286, 0231 2651027",9422520357,,,dypihbt@yahoo.com,
1354,"Arpan Blood Bank - Blood Component and Apheresis Centre Kolhapur",Maharashtra,KOLHAPUR,Kolhapur,"1st Floor, Saroj Appartment, Subhash Road 1315, &#39;C&#39; Ward,  Opposite to Shramik Bhavan, Laxmipuri, Kolhapur",416001,"0231 2640588, 0231 2640599, 0231 6617208",8605757555,,"0231 6617208",babasahebaghav@gmail.com,
1355,"Sai Seva Medical Foundation - Vaibhavlaxmi Blood Bank",Maharashtra,KOLHAPUR,Kolhapur,"1036/A, E- Ward, 1st  Floor, Deccan Engineering, Opposite to Parvati Multiplex, Rajaram Road, Kolhapur
",416001,"0231 6454949, 0231 2664949",9422047480,,,,
1356,"Kolhapur Municipal Corporation Blood Bank",Maharashtra,KOLHAPUR,Kolhapur,"C.T.S. 83 D-Ward, Near Kasba Gate Police, Chowky, Kolhapur
",416002,"0231 2541870",9420493125,,,kmcbloodbank@ymail.com,
1357,"Vande Mataram Samajik Samstha&#39;s - Jeevandhara Blood Bank",Maharashtra,KOLHAPUR,Kolhapur,"1648 E- Ward Saidarshan Hights , Opposite to Sarada Medical, Chandrakanth Candre Kalasangrahalay, Rajarampuri, 7th Lane, Kolhapur
",416008,"0231 2526363, 0231 2522223",9422047156,,,sjivandhara@yahoo.com,
1358,"Sanjeevan Blood Bank",Maharashtra,KOLHAPUR,Kolhapur,"250/B/65  First Floor, Lucky Naresh Banglow, Opposite to Collector Office, Nagala Park, Kolhapur, 
",416002,"0231 2668031, 0231 2668032",9371782825,,,ssfarakte@yahoo.in,
1359,"Shri.R.R.Patil Shikashan Sheti sanshodhan Aani vikas sanstha Blood Bank",Maharashtra,KOLHAPUR,Kolhapur,"M/s Adhar Blood Bank, 1st Floor, C.S. No. 16432 / 1, H No. 12/966, C/o. Dr. Dilip Joshi Hospital, Sambhaji Chowk, Rajaram Road, Ichalkaranji, Tal - Hatkanangle, Kolhapur",416115,"0230 2430073, 0230 2430074",9823536364,,,adharbbi@gmail.com,
1360,"Government Medical College General Hospital Blood Bank",Maharashtra,LATUR,Latur,"Blood Bank, Government Medical College & Hospital, Old Railway Station,  Gandhi Chowk, Latur",413512,"02382 257670, 02382 253017",9881417339,,,"bloodbankgmclatur@yahoo.co.in, csnrhmlatur@rediffmail.com",
1361,"IRCS - Dr. Bhalchandra Blood Bank",Maharashtra,LATUR,Latur,"Red Cross Bhavan, Gandhi Market, Latur ",413512,"02382 246078, 02382 254994",9421196909,,"02382 054994","ircslatur@gmail, bhalbloodbank@rediffmail.com",http:/www.bhalchandrabloodbank.com
1362,"Smt. Saraswati Karad Blood Bank",Maharashtra,LATUR,Latur,"MIMSR Medical College and Y.C.R. Hospital, Vishwanath Puram,  Ambejogai Road, Latur",413512,"02382 227424, 02382 227028 (Extn. 242)",9422968442,,,bloodbank@mimsr.edu.in,
1363,"IRCS Nagappa Amberkhane Blood Bank",Maharashtra,LATUR,Latur,"Banshelki Road Near Nalegaon Railway Crossing Gate Udgir, Latur ",413517,"02385 258325",9405050145,,,bloodbankudgir@yahoo.com,
1364,"Arpan Blood Bank Latur",Maharashtra,LATUR,Latur,"H.No R-3-1030,  Old Sonawane Hospital, Near  Ashok Hotel, Main Road, Latur",413512,"02382 251476, 02382 252476",7507771532,,"02382 253476",balbhim.chavan@arpanbloodbank.org,
1365,"Mauli Blood Bank",Maharashtra,LATUR,Latur,"Gayatri Hospital, Barshi Road, Latur ",413512,"02382 224000",8275599777,,"02382 255071",maulibloodbanklatur@gmail.com,
1366,"Global Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"No. 35, Dr. Ernest Borges Road, Hospital Avenue, 
Opposite to Shirodkar High School, Parel, Mumbai.",400012,"022 67670101, 022 67670342",9820168514,,"022 67670121",,http://www.globalhospitalsindia.com
1367,ACTREC,Maharashtra,MUMBAI,Mumbai,"Department of Transfusion Medicine, ACTREC, 
Tata memorial centre, 
Sector 22 Kharghar, 
Navi Mumbai.",410210,"022 27405000, Ext 5515;                                  Direct No. 022 27405073",7498193900,N/A,"022 27405085",,http://www.actrec.gov.in
1368,"Deepak Foundation&#39;s Anviksha Blood Bank",Maharashtra,MUMBAI,Mumbai,"Paras Darshan, M. G. Road, Ghatkopar, (E) Mumbai ",400077,"022 21026290, 022 21025927",9820635253,,"022 21025927",,
1369,"Ashirwad Blood Bank",Maharashtra,MUMBAI,Mumbai,"Imperial Mahal, 2nd Floor  Above Shabana Stores, Khodadad Circle, Dr. B. A. Ambedkar Road, Dadar TT,  Mumbai",400014,"022 24154826, 022 24154827",9820000236,,,,
1370,"Asian Heart Institute and Research Center",Maharashtra,MUMBAI,Mumbai,"ICICI Tower,  Bandra Kurla Complex, Bandra (E) Mumbai",400051,"022 66986666, 022 26508487",9820434775,,"022 66986506",,
1371,"B.S.E.S M.G. Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Rotary D. G. Goenka Blood Bank, Near Railway Station Andheri (W), Mumbai",400058,"022 66487576, 022 66487577, 022 66487578, 022 26283557",9819456505,,"022 26714000, 022 26715000 ",,http://www.globalhospitalmumbai.com
1372,"Bandra Holy Family Hospital Society Blood Bank",Maharashtra,MUMBAI,Mumbai,"Saint Andrews Road, Bandra, Mumbai",400050,"022 30610300, 022 30610555, 022 26518373",9892845140,,"022 26403219",,http://www.bandraholyfamilyhospital.org
1373,"Bhabha Atomic Research Centre Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"BARC Hospital, Anushakti Nagar Mumbai",400094,"022 25598353, 022 25598361, 022 25558494 ",9619920707,,"022 25506944",,
1374,"Bhatia General Hospital and Blood Bank",Maharashtra,MUMBAI,Mumbai,"Tukaram Javji Road, Tardeo, Mumbai",400007,"022 66660656, 022 66660032",0,,,,
1375,"Bombay Hospital Trust Blood Bank",Maharashtra,MUMBAI,Mumbai,"12, New Marine Lines Mumbai",400020,"022 22067676",9820302628,,"022 22080871",,
1376,"Borivali Blood Bank (Doshi Memorial Charitable Trust)",Maharashtra,MUMBAI,Mumbai,"3,4,5, Vithal Apartment, Near Ram Mandir, Mandpeshwar Road, Opposite, Flyover,  Borivali (w) ",400103,"022 28936203, 022 28935219",9821052413,,,,
1377,"Breach Candy Hospital And Research Centre Blood Bank",Maharashtra,MUMBAI,Mumbai,"60 A, Bhulabhai Desai Road, Mumbai",400026,"022 23667811, 022 23872666",9820286291,,"022 23632520, 022 23672666",,http://www.breachcandyhospital.org
1378,"B. Y. L. Nair Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"New OPD Building. 2nd Floor, Dr. A. L. Nair Road Mumbai Central, Mumbai ",400008,"022 23027644, 022 23027645, 022 23098150",9820887694,,"022 23072663 ",,
1379,"Cama and Albles Hospital - Abdul Fazalbhoy Blood Bank",Maharashtra,MUMBAI,Mumbai,"Mahapalika Marg, Mumbai CST",400001,"022 22611667, 022 22611654, 022 22611647 (Extn. 319)                         022 22611648",9867798441,,"022 22621197 ",,
1380,"Cumbala Hill Hospital And Heart Institute Blood Bank",Maharashtra,MUMBAI,Mumbai,"93-95, August Kranti Maidan, Mumbai",400036,"022 23803674, 022 23803336, 022 23514740, 022 23511551   ",9821097083,,,,
1381,"Dr. Babasaheb Ambedkar Memorial Hospital - Central Railway Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Central Railway Byculla, (E) Mumbai",400027,"022 23791964, 022 23717246, 022 67452926, 022 67452950, 022 23726588",0,,,,
1382,"Dr. L. H. Hiranandani Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Hill Side Avenue, Hiranandani Gardens, Powai ",400076,"022 25763355, 022 25763356, 022 25763357, 022 25763344, 022 25763311",9619597757,,"022 25763344",,https://www.hiranandanihospital.org
1383,"ESIC Model Hospital cum ODC Blood Bank",Maharashtra,MUMBAI,Mumbai,"Room No. 20/A, 1st Floor, ESIC Model Hospital cum ODC & PGIMSR, Central Road, M.I.D.C, Opposite to MIDC Police Station, Andheri (East), Mumbai ",400,"022 28321361",8691853888,,,esicbloodbank.andheri93@gmail.com,
1384,"Fortis Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Mulund Goregaon Link Road, Nahur , Mumbai ",400078,"022 67994370, 022 43654374",9519298226,,"022 67994242, 022 67994343",bloodbank.mul@fortishealthcare.com,http://www.fortishealthcare.com
1385,"G. T. Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Near L.T.Marg Police Station, Mumbai",400001,"022 22031111, 022 22621468 (Extn. 1351)",7738645537,,"022 22630553",,
1386,"Hematology Laboratory Blood Bank",Maharashtra,MUMBAI,Mumbai,"Parekh House, Ground Floor,
14 Mama Parmanand Marg, 
Mumbai.",400004,"022 23691297",9820070001,N/A,"022 23610912",,
1387,"Harilal Bhagwati Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"S. V. P. Road, Borivali-W, Mumbai",400103,"022 28932461, 022 28932462, 022 28932463 (Extn.205, 409)",9820368493,,,,
1388,"Suburban Hi-tech Blood Bank",Maharashtra,MUMBAI,Mumbai,"Shagun Building, 2nd Floor, 206, Rani Sati Road, Malad (E)",400097,"022 28714060, 022 28714070",9004437823,,,,
1389,"Holy Spirit Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Mahakali  Road, Andheri (E), Mumbai",400093,"022 28200353, 022 28248505",9869449892,,,,http://www.holyspirithospital.org
1390,"Indian Red Cross Society Bombay City Branch Blood Bank",Maharashtra,MUMBAI,Mumbai,"Blood Centre, 141, Shahid Bhagatsingh Road, Town Hall Compound, Near R.B.I. Fort",400001,"022 40500400, 022 22663560, 022 22663195, 022 22677448",9819424404,,"022 22677448 ",,
1391,"INS - Ashwini Blood Bank",Maharashtra,MUMBAI,Mumbai,"Near R. C. Church, Colaba, Mumbai",400005,"022 22151666 (Extn. 3764)",9819069863,,,,
1392,"Jaslok Hospital And Research Centre Blood Bank",Maharashtra,MUMBAI,Mumbai,"15, Dr. G. Deshmukh Marg, Mumbai",400026,"022 66573434, 022 66573035",9321793987,,,,http://www.jaslokhospital.net
1393,"K. B. Bhabha General Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"R. K. Patkar Marg, Bandra (W), Mumbai",400050,"022 26422541, 022 26422775, 022 26405226 (Extn. 4103, 4104)",9820076632,,"022 26405226      ",,
1394,"K. J. Somaiya Medical College and Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Somaiya Ayurvihar Complex, Eastern Express Highway, Sion, Mumbai ",400022,"022 24024671, 022 24020946, 022 24091855      ",9819426169,,,,
1395,"Kapoorben Vasanji Lathiya Blood Bank - Nanavati Hospital",Maharashtra,MUMBAI,Mumbai," Dr Balabhai Nanavati Hospital,S V Road, Vile Parle (W), Mumbai ",400056,"022 26119924, 022 26182255, 022 26267500",0,,,,
1396,"K. E. M. Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Acharya Donde Marg, Parel, Mumbai",400012,"022 24107421, 022 24107246, 022 24107249, 022 24107000 ",9869104114,,"022 24135189 ",,
1397,"Kohinoor Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Upper Basement, Room No. 29 to 43, Kirol Road, Off L.B.S Marg, Kurla (w)",400070,"022  67556737, 022  67556755, 022 30553055",7666188848,,"022 67556800",,http://www.kohinoorhospitals.in
1398,"Kokilaben Dhirubhai Ambani Blood Bank",Maharashtra,MUMBAI,Mumbai,"4 Bunglows, Achutrao Patwardhan Marg, Andheri (west), Mumbai ",400053,"022 30900900, 022 30972030",9320070111,,,,
1399,"Lilavati Hospital and Research Centre Blood Bank",Maharashtra,MUMBAI,Mumbai,"A 791, Bandra Reclamation, Bandra (W), Mumbai",400050,"022 26751000, 022 26568000, 022 26437648",9869522828,,,,
1400,"Lokmanya Tilak Municipal Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"O. P. D. Building, 1st Floor, Sion (W), Mumbai",400022,"022 24021771,  022 24063494, 022 24063489",9892245254,,"022 24021771 ",,
1401,"M. T. Agarwal Municipal General Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Dr. R. P. Road, Mulund (W), Mumbai",400080,"022 25640767, 022 25605730 (Extn. 308)",9869685857,,"022 25605728 ",,
1402,"Mahatma Gandhi Seva Mandir Blood Bank",Maharashtra,MUMBAI,Mumbai,"Mahatma Gandhi Seva Mandir Hospital, 2nd Floor, Opposite to Bandra Lake, S. V. Road, Bandra (W), Mumbai  ",0,"022 26431893, 022 26431897",0,,,,
1403,"Manas Serological Institute Blood Bank",Maharashtra,MUMBAI,Mumbai,"CTS NO-167 / 168 / A1, 101-104, Grace Plaza, S. V. Road, 
Near Railway Phatak, Jogeshwari (W), Mumbai ",400102,"022 26784546 ",9833832271,,,,
1404,"Masina Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Sant Savta Marg, Byculla (E) ",400027,"022 23700715",8879231091,,,"bloodbankmasina@gmail.com, bloodbankmasina@rediffmail.com",http://www.masinahospital.com
1405,"Mumbai Port Trust Blood Bank",Maharashtra,MUMBAI,Mumbai,"Nadkarni Park, Wadala (E) Mumbai",400037,"022 66567722, 022 4145115",0,,,,
1406,"N.  Wadia Maternity  Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Acharya Donde Marg, Parel, Mumbai",400012,"022 24165638, Extn 124; 022 24146963,022 24146964,022 24146965,Extn 124",9004362229,N/A,N/A,wadiabloodbank@gmail.com,http://www.nowrosjeewadiamaternityhospital.com
1407,"Matoshri Valbai Mulji Shah - Arpan Blood Bank",Maharashtra,MUMBAI,Mumbai,"Aniraj Tower,  Janta Market, L.B.S Marg, Bhandup (W), Mumbai",400078,"022 25951044, 022 25941142",9423696022,,"022 67417980 ",,http://www.arpanbloodbank.org
1408,"Navjivan Blood Bank and Lab",Maharashtra,MUMBAI,Mumbai,"Shop No.1, Abhilasha II, Punjabi Lane Borivali (W)",400092,"022 28934122, 022 28935133, 022 28918144, 022 28921727, 022 25339495                                  ",9820040536,,"022 28421587",,
1409,"P. D. Hinduja National Hospital And Medical Research Centre Blood Bank",Maharashtra,MUMBAI,Mumbai,"Veer Savarkar Road, Mahim (W), Mumbai",400016,"022 24447308, 022 24447309, 022 24447310",9820606355,,"022 24447310",,http://www.hindujahospital.com
1410,"Meenatai Thackeray Blood Bank - Siddharth Hospital",Maharashtra,MUMBAI,Mumbai,"Siddharth Nagar, Prabhodhan Kridabhawan Marg,
Goregaon (W)",400104,"022 28797586, 022 28797587, 022 28722929                     ",9320918214,,"022 28797586, 022 28797587 ",,
1411,"Prince Aly Khan Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Aga Hall, Nesbit Road, Mazgaon, Mumbai ",400010,"022 23777934, 022 23777936, 022 23777800, 022 23777907, 022 23777908",9821035341,,"022 23743820",,http://info@pakh.net
1412,"Dr. R. N. Cooper General Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"North south Road No-1, Juhu, Vile-Parle (W) Mumbai",400056,"022 26242609, 022 26247254, 022 26247255, 022 26247256 (Extn. 201, 203)",9987063770,,"022 26205897 ",,
1413,"Rajawadi Blood Bank - Seth V. C. Gandhi & M. A. Vora Municipal General Hospital",Maharashtra,MUMBAI,Mumbai,"Seth V. C. Gandhi and M. A. Vora M, Rajawadi, Ghatkopar-(E), Mumbai",400077,"022 21025611 (Extn. 141, 122)",9892784878,,"022 21027372 ",,
1414,"S. L. Raheja Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Mahim, Raheja Rugnalaya Marg, Mumbai",400016,"022 24445528, 022 66529682, 022 24449418",9821241031,,,,
1415,"S. R. Mehta and Sir. K.P. Cardiac Institute Blood Bank",Maharashtra,MUMBAI,Mumbai,"Plot No. 96, Road No.31, King Circle Sion, (E) Mumbai  ",400022,"022 24035454, 022 2409 4732",9987020981,,"022 24094732",,
1416,"Saifee Hospital Trust Blood Bank",Maharashtra,MUMBAI,Mumbai,"15/17, Maharishi Karve Marg, Opposite to Charni Road Station Mumbai",400004,"022 67571140",9869784307,,"022 67570777",,http://www.write@saifee.com
1417,"Sarvodaya Hospital Samarpan Blood Bank",Maharashtra,MUMBAI,Mumbai,"Office Building, 2nd Floor, Sarvodaya Hospital, LBS  Marg, Ghatkopar (W), Mumbai",400086,"022 25102511, 022 25100100",9594032520,,"022 25111313",,
1418,"Seven Hills Health Care Private Limited Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Blood Bank, 2nd Floor, Block-16, Seven Hills Hospital,  Survey No.155, 156, 162 - 168 Part, Marol - Maroshi Road,  
Andheri (E), Mumbai ",400059,"022 67676719",9820339204,,,,
1419,"Shushrusha Citizens Co-operative Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"698-B Ranade Road, Dadar, Mumbai",400028,"022 24469579, 022 25288698",9022240366,,,,
1420,"Sir J.J.Group of Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"Main Building, Ground Floor, Sir J. J. Hospital, Byculla, Mumbai",400008,"022 23735555, 022 23739400 (Extn. 2248, 2238)",9322106373,,"022 23735599 ",,http://www.gmcjjh.org
1421,"Sir J.J.Mahanagar Rakthapedhi",Maharashtra,MUMBAI,Mumbai,"Sir J.J Mahanagar Raktapedhi, F. D. Petit Building, J.J.Campus, J. J. Road, Byculla, Mumbai ",400008,"022 23735585, 022 23733531",8275001905,,"022 23733338",,http://www.mahasbtc.com
1422,"Saint George&#39;s Hospital & Regional  Blood Bank",Maharashtra,MUMBAI,Mumbai,"Saint George&#39;s Hospital, Behind General Post Office, 
P. D&#39;Mello Road, Fort, Mumbai",400001,"022 22621420, 022 22620242 (Extn.1431)  ",9867993451,,"022 22624464 ",,http://www.stgeorgeshospital.in
1423,"Tata Memorial Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"5th Floor, Service Block, Dr. E. Borges Road, Parel, Mumbai ",400012,"022 24177000, 022 24127096 (Extn. 4682, 4684)",9820340073,,"022 24146937  ",,http://www.tmc.gov.in
1424,"The B.D. Petit Parsee General Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"B.Petit Road, Cumballa Hill,  Mumbai",400036,"022 61186190, 022 61186192, 022 61186333",9323570506,,"022 61186333",,
1425,"V. N. Desai Municipal General Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,"T. P. S. II, 11th Road, Santacruz (E) Mumbai",400055,"022 26182081, 022 357022, 022 26151506 (Extn.356, 357)",9820618132,,"022 26151506 ",,
1426,"West Coast Blood Bank",Maharashtra,MUMBAI,Mumbai,"Basement 101, Moon Building, 798, Mori Road, Mahim(W), Mumbai",400016,"022 24444544 ",9820721197,,"022 24448899",westcoastbloodbank@gmail.com,
1427,"M/s. Balasaheb Thackerey Blood Bank",Maharashtra,MUMBAI,Mumbai,Mumbai,0,,0,,,,
1428,"M/s. Pallavi Blood Bank",Maharashtra,MUMBAI,Mumbai,Mumbai,0,,0,,,,
1429,"ESI-PGIMSR, MGM Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,Mumbai,0,,0,,,,
1430,"M/s Sion Blood Bank",Maharashtra,MUMBAI,Mumbai,Mumbai,0,,0,,,,
1431,"Harkisandas  Marottamdas Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,Mumbai,0,,0,,,,
1432,"Government Medical College Blood Bank Nagpur",Maharashtra,NAGPUR,Nagpur,"Model Blood Bank, 2nd Floor, Hospital Building, Government Medical College & Hospital, Nagpur  ",440003,"0712 2744695",9822941695,,,gmchbbngp@gmail.com,
1433,"Super Speciality Hospital and Medical Post Graduate Institute Blood Bank",Maharashtra,NAGPUR,Nagpur,"Maenad Road, Near RST Cancer Hospital, Nagpur",440003,"0712 2703501, 0712 2746682",8275531628,,,,
1434,"Indira Gandhi Medical College and Hospital Blood Bank",Maharashtra,NAGPUR,Nagpur,"IGMC Hospital, Central Avenue Road, Nagpur ",440018,"07122820134,0712 2728621, 0712 2774766",7709884278,,,igmc@rediffmail.com,
1435,"Daga Memorial Women Government Hospital Blood Bank",Maharashtra,NAGPUR,Nagpur,"Gandhibag, Nagpur",440002,"0712 2729202, 0712 2729333 ",9422762492,,,msdaga_WomenHosp@redifmail.com,
1436,"Central India Institute of Haematology & Oncology&#39;s Blood & Blood Component Bank and Apheresis Unit",Maharashtra,NAGPUR,Nagpur,"Plot No-14/2, Park Corner, Bal Raj Marg, Near Loma Square, Dhantoli, Nagpur",440012,"0712 2430038 , 0712 2428972 , 0712 6464198",9822723264,,,,
1437,"Jeevan Jyoti Blood Bank and Component",Maharashtra,NAGPUR,Nagpur,"J P Chamber, Madhav Nagar, Dakshin Ambakshari Road  Nagpur",440010,"0712 2231660,  0712 2230876",9422113811,,,jjbb21@hotmail.com,
1438,"Dr. Hegdewar Blood Bank",Maharashtra,NAGPUR,Nagpur,"2, Sitaram Smruti, West High Court Road, Laxmibhuvan Square, Audumbar Apartment, Dharmpeth, Nagpur ",440010,"0712 2528292, 0712 2538900, 09922407171, 09881000203",9922407171,,,hbbnagpur687@gmail.com,
1439,"Sainath Blood Bank",Maharashtra,NAGPUR,Nagpur,"531,Jaiswal Building, Above R.K. Traders, Old shukrawari Road, Sakkardara Nagpur",440024,9422502066,9422502066,,,sainathbloodbank@gmail.com,
1440,"Ayush Blood Bank and component Lab",Maharashtra,NAGPUR,Nagpur,"9th Floor, A wing, 901-905, 910-912, Lokmat Building, Nagpur",440010,"0712 6618666, 0712 5631137     ",9823051508,,,ayush_bbc@rediffmail.com,
1441,"Lifeline Blood Bank Components and Apherisis Centre Blood Bank",Maharashtra,NAGPUR,Nagpur,"Neeti Gaurav complex , 2nd Floor, Central Bazar Road, Lokmat Square, Ramdaspeth, Nagpur ",400010,"0712 6686666, 0712 6686665",9552556425,,,drwarbhe@gmail.com,httpS://www.lifeline.com
1442,"Rainbow Blood Bank",Maharashtra,NAGPUR,Nagpur,"3rd Floor, 282, Rainbow Diagnostic Services Central Bazar Road, Ramdas Peth, Nagpur",440010,"0712 6636666",9975844830,,,rainbowbloodbank.nagpur@gmail.com,
1443,"NKP Salve Institute of Medical Science and Research Center (Lata Mangeshkar Hospital), Blood Bank",Maharashtra,NAGPUR,Nagpur,"5, YMCA Complex, Digdoh Hills, Hingna Road, Nagpur",440019,"07104 236290, 07104 236291, 07104 232905",9850448905,,,,
1444,"Nandkishor Education Society Trust - Arpan Voluntary Blood Bank",Maharashtra,NAGPUR,Nagpur,Nagpur,0,,0,,,,
1445,"Dr. Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank",Maharashtra,NANDED,Nanded,"Vazirabad, Nanded ",0,"02462 235711, 02462 235712, 02462 234702",9890172702,,,gmcbbnanded@gmail.com,
1446,"Indian Red Cross Society Blood Bank",Maharashtra,NANDED,Nanded,"Parsi Anjuman Complex, Vazirabad, Nanded      ",431602,"02462 236699, 02462 231012, 02462 236633, 02462 227335",9850947545,,,ircsnanded@gmail.com,
